1987-08-19,553.7661
1987-08-26,554.5496
1987-09-02,555.0508
1987-09-09,557.731
1987-09-16,561.7343
1987-09-23,562.3676
1987-09-30,565.2033
1987-10-07,562.7477
1987-10-14,562.7654
1987-10-21,562.9824
1987-10-28,563.9721
1987-11-04,563.1749
1987-11-11,562.145
1987-11-18,562.3749
1987-11-25,562.2493
1987-12-02,563.0522
1987-12-09,565.0334
1987-12-16,565.4105
1987-12-23,565.5276
1987-12-30,564.8301
1988-01-06,566.5419
1988-01-13,566.7652
1988-01-20,566.0723
1988-01-27,568.2661
1988-02-03,568.0831
1988-02-10,565.4417
1988-02-17,568.6327
1988-02-24,568.7909
1988-03-02,571.0624
1988-03-09,570.4116
1988-03-16,571.7508
1988-03-23,569.7872
1988-03-30,572.7608
1988-04-06,577.7449
1988-04-13,575.0117
1988-04-20,575.0491
1988-04-27,579.6513
1988-05-04,582.3482
1988-05-11,584.4262
1988-05-18,582.2226
1988-05-25,584.6073
1988-06-01,584.9993
1988-06-08,587.1059
1988-06-15,586.2539
1988-06-22,590.234
1988-06-29,592.0001
1988-07-06,595.5794
1988-07-13,593.7766
1988-07-20,593.7262
1988-07-27,593.2716
1988-08-03,593.2931
1988-08-10,596.3038
1988-08-17,594.3671
1988-08-24,593.8678
1988-08-31,594.0965
1988-09-07,595.015
1988-09-14,595.0478
1988-09-21,596.0654
1988-09-28,594.8927
1988-10-05,598.3339
1988-10-12,600.5633
1988-10-19,598.0121
1988-10-26,598.3968
1988-11-02,600.069
1988-11-09,600.4535
1988-11-16,599.9956
1988-11-23,601.3732
1988-11-30,602.7281
1988-12-07,605.2899
1988-12-14,604.0821
1988-12-21,605.9302
1988-12-28,603.9889
1989-01-04,602.7498
1989-01-11,605.6383
1989-01-18,606.6415
1989-01-25,607.8588
1989-02-01,607.1122
1989-02-08,618.0565
1989-02-15,618.2948
1989-02-22,617.0809
1989-03-01,616.2657
1989-03-08,615.9495
1989-03-15,616.7633
1989-03-22,616.2099
1989-03-29,617.1285
1989-04-05,616.2274
1989-04-12,616.5033
1989-04-19,618.913
1989-04-26,621.6457
1989-05-03,622.6769
1989-05-10,623.0058
1989-05-17,623.6685
1989-05-24,625.2847
1989-05-31,625.9343
1989-06-07,624.0494
1989-06-14,624.0928
1989-06-21,624.9474
1989-06-28,623.4208
1989-07-05,626.1739
1989-07-12,626.6147
1989-07-19,629.6474
1989-07-26,637.4145
1989-08-02,634.9359
1989-08-09,634.4095
1989-08-16,635.1621
1989-08-23,635.3441
1989-08-30,635.638
1989-09-06,638.8624
1989-09-13,637.0516
1989-09-20,636.7607
1989-09-27,636.0016
1989-10-04,637.7489
1989-10-11,639.4489
1989-10-18,638.6949
1989-10-25,640.2304
1989-11-01,640.0587
1989-11-08,638.7596
1989-11-15,640.4197
1989-11-22,641.1726
1989-11-29,638.5733
1989-12-06,638.1339
1989-12-13,638.8866
1989-12-20,639.5592
1989-12-27,635.6403
1990-01-03,634.5704
1990-01-10,637.3322
1990-01-17,634.7597
1990-01-24,635.4973
1990-01-31,635.9353
1990-02-07,636.7509
1990-02-14,634.8737
1990-02-21,637.0819
1990-02-28,637.4279
1990-03-07,638.2316
1990-03-14,637.712
1990-03-21,638.8752
1990-03-28,638.241
1990-04-04,639.274
1990-04-11,641.3661
1990-04-18,642.2325
1990-04-25,640.4448
1990-05-02,640.0054
1990-05-09,640.9688
1990-05-16,640.4558
1990-05-23,639.3452
1990-05-30,637.8729
1990-06-06,641.6848
1990-06-13,641.9153
1990-06-20,641.4296
1990-06-27,641.4802
1990-07-04,640.6141
1990-07-11,640.4933
1990-07-18,640.9694
1990-07-25,638.79
1990-08-01,638.7871
1990-08-08,638.5463
1990-08-15,642.4607
1990-08-22,641.7976
1990-08-29,638.7494
1990-09-05,640.8521
1990-09-12,639.9042
1990-09-19,639.7827
1990-09-26,638.7711
1990-10-03,637.6222
1990-10-10,636.7781
1990-10-17,636.4529
1990-10-24,638.5547
1990-10-31,638.2781
1990-11-07,638.1962
1990-11-14,638.2976
1990-11-21,639.7346
1990-11-28,639.3919
1990-12-05,643.2001
1990-12-12,643.0299
1990-12-19,640.2625
1990-12-26,642.7047
1991-01-02,638.2321
1991-01-09,636.1685
1991-01-16,637.1071
1991-01-23,636.9213
1991-01-30,633.8412
1991-02-06,635.6159
1991-02-13,635.5532
1991-02-20,637.1122
1991-02-27,635.5726
1991-03-06,635.8561
1991-03-13,635.8622
1991-03-20,634.6612
1991-03-27,635.7397
1991-04-03,633.7615
1991-04-10,631.9167
1991-04-17,631.2299
1991-04-24,630.6989
1991-05-01,629.9192
1991-05-08,627.2984
1991-05-15,627.8363
1991-05-22,627.8002
1991-05-29,627.7997
1991-06-05,627.192
1991-06-12,626.6927
1991-06-19,626.025
1991-06-26,626.7491
1991-07-03,624.7119
1991-07-10,624.5868
1991-07-17,622.9895
1991-07-24,622.6886
1991-07-31,621.948
1991-08-07,618.758
